transaction_id,customer_id,amount,transaction_hour,location_change,device_change,transaction_frequency,average_customer_amount,merchant_category,previous_risk_events,is_fraud
TXN106128,C1182,1714.03,8,0,0,3,3272.59,online_services,0,1
TXN106129,C1104,3312.07,4,0,0,1,6680.35,cash_withdrawal,0,0
TXN106130,C1534,6604.0,18,0,0,4,5035.78,jewelry,0,0
TXN106131,C1784,3904.5,12,0,0,2,4846.41,travel,0,0
TXN106132,C1589,5486.9,18,0,0,1,4162.8,online_services,0,0
TXN106133,C1283,3535.69,23,0,0,3,2000.12,cash_withdrawal,0,1
TXN106134,C1630,2079.11,21,0,0,2,1644.39,restaurant,0,0
TXN106135,C1214,4889.63,5,0,0,1,4644.22,grocery,0,0
TXN106136,C1802,3259.27,7,0,0,2,3709.7,electronics,3,0
TXN106137,C1093,18740.67,19,0,0,1,9575.67,electronics,0,0
TXN106138,C1146,2936.77,5,0,0,1,4250.82,restaurant,0,1
TXN106139,C1895,1971.34,0,0,1,2,1637.07,travel,0,1
TXN106140,C1079,13728.33,1,0,0,1,15282.25,electronics,0,1
TXN106141,C1523,2221.46,14,0,0,2,4557.52,restaurant,0,0
TXN106142,C1680,2884.19,15,0,0,1,3359.57,travel,0,0
TXN106143,C1309,12156.51,16,0,0,1,12449.78,cash_withdrawal,1,0
TXN106144,C1120,2669.86,7,0,0,2,2030.35,online_services,0,0
TXN106145,C1402,5160.12,12,0,0,1,2932.31,cash_withdrawal,0,0
TXN106146,C1394,256.07,22,0,0,1,443.3,restaurant,0,0
TXN106147,C1363,4939.02,9,0,0,1,6552.64,cash_withdrawal,0,0
TXN106148,C1534,2633.31,10,0,0,1,2500.09,online_services,1,0
TXN106149,C1080,7246.5,19,0,0,3,3709.58,cash_withdrawal,0,1
TXN106150,C1219,1483.86,5,0,0,1,1286.33,jewelry,0,0
TXN106151,C1853,1768.57,8,0,0,3,2786.46,jewelry,0,0
TXN106152,C1146,1183.64,13,0,0,1,958.0,online_services,1,0
TXN106153,C1452,2328.9,15,0,0,1,1833.9,jewelry,0,0
TXN106154,C1807,1918.63,8,0,0,2,966.12,jewelry,0,0
TXN106155,C1123,1400.97,17,0,0,4,1613.22,restaurant,2,0
TXN106156,C1667,3481.49,11,0,0,2,3982.25,electronics,0,0
TXN106157,C1025,2607.42,11,1,0,3,4387.04,cash_withdrawal,0,0
TXN106158,C1477,1883.66,21,0,0,3,1995.1,travel,0,1
TXN106159,C1745,2396.34,13,0,0,4,2663.37,electronics,0,0
TXN106160,C1631,7055.64,17,0,0,1,4154.12,electronics,0,0
TXN106161,C1391,6783.77,11,0,0,4,3406.54,electronics,0,0
TXN106162,C1955,925.42,23,0,1,1,3328.73,grocery,1,0
TXN106163,C1200,2383.6,14,0,0,1,2880.47,travel,1,1
TXN106164,C1538,2887.17,6,0,1,3,3389.84,grocery,0,1
TXN106165,C1600,4647.48,9,0,0,1,2257.62,travel,0,0
TXN106166,C1096,1098.22,11,0,0,1,534.28,travel,0,0
TXN106167,C1514,827.94,0,1,0,2,750.72,online_services,0,1
TXN106168,C1279,3096.1,1,0,0,3,2913.62,jewelry,0,1
TXN106169,C1281,868.58,20,0,0,1,1163.08,restaurant,0,0
TXN106170,C1407,3821.38,1,0,0,2,3975.0,jewelry,2,0
TXN106171,C1721,7738.01,8,0,0,1,6580.5,travel,0,0
TXN106172,C1640,1991.85,1,0,0,3,1966.64,online_services,2,1
TXN106173,C1843,4504.41,0,1,0,2,4043.67,cash_withdrawal,2,0
TXN106174,C1735,4125.63,15,0,0,4,3989.75,online_services,0,0
TXN106175,C1647,2458.46,14,0,0,2,1493.72,restaurant,0,0
TXN106176,C1177,2287.46,15,0,0,1,2156.9,jewelry,1,0
TXN106177,C1895,9219.43,20,0,0,2,9028.3,cash_withdrawal,1,0
TXN106178,C1558,5401.76,3,0,0,1,5332.76,grocery,1,1
TXN106179,C1378,1959.6,0,0,0,2,1236.56,online_services,0,0
TXN106180,C1915,563.31,22,0,0,1,461.95,electronics,0,0
TXN106181,C1722,6787.25,23,0,0,1,4910.35,electronics,0,0
TXN106182,C1891,989.9,4,0,0,4,927.83,grocery,0,0
TXN106183,C1429,2841.17,3,0,0,8,2617.4,grocery,0,0
TXN106184,C1454,6389.18,20,0,0,3,9608.26,jewelry,0,0
TXN106185,C1063,16359.0,10,0,0,4,13496.27,grocery,2,0
TXN106186,C1878,3768.41,17,0,0,1,2265.58,travel,0,0
TXN106187,C1873,412.95,6,0,0,1,767.25,jewelry,0,0
TXN106188,C1628,2168.74,23,0,0,1,1857.35,grocery,2,0
TXN106189,C1340,2613.78,21,0,0,3,3153.03,cash_withdrawal,0,0
TXN106190,C1921,2473.59,10,0,0,2,2325.74,jewelry,0,0
TXN106191,C1173,761.64,18,0,0,1,643.19,jewelry,0,0
TXN106192,C1966,2756.02,11,0,0,4,5146.13,online_services,0,0
TXN106193,C1014,3832.55,21,0,0,3,5314.16,restaurant,0,0
TXN106194,C1426,1256.22,21,0,0,2,3921.59,jewelry,0,0
TXN106195,C1062,4911.31,2,0,0,3,4640.83,electronics,1,0
TXN106196,C1844,1914.14,16,1,0,2,2305.31,electronics,0,0
TXN106197,C1746,3009.1,8,0,0,3,3413.38,grocery,0,0
TXN106198,C1176,3127.21,14,0,0,1,4198.99,grocery,0,0
TXN106199,C1282,5970.42,19,0,0,2,4932.65,electronics,0,0
TXN106200,C1705,1942.68,16,1,0,2,1697.07,restaurant,0,0
TXN106201,C1177,6381.86,20,0,0,1,8518.48,jewelry,0,0
TXN106202,C1862,3556.28,0,0,0,4,4140.29,travel,0,0
TXN106203,C1280,1299.57,17,0,0,1,1858.85,travel,1,0
TXN106204,C1120,4106.69,10,1,0,2,4212.1,restaurant,0,0
TXN106205,C1581,2511.49,22,0,0,1,2023.84,grocery,1,0
TXN106206,C1579,6958.48,14,0,0,2,6157.64,grocery,0,0
TXN106207,C1119,4731.1,2,1,0,2,7196.44,electronics,0,0
TXN106208,C1747,2959.14,2,0,0,5,2028.59,electronics,2,0
TXN106209,C1325,4309.31,18,0,0,1,3914.39,jewelry,0,0
TXN106210,C1988,10228.91,0,1,0,1,8834.29,cash_withdrawal,0,0
TXN106211,C1173,12121.68,0,0,0,1,4307.26,electronics,0,0
TXN106212,C1653,925.91,11,0,1,2,755.42,restaurant,0,0
TXN106213,C1083,1439.61,23,0,0,1,1117.78,electronics,0,0
TXN106214,C1315,5732.34,21,0,0,2,3511.52,jewelry,0,0
TXN106215,C1965,4973.42,6,0,0,1,4338.56,jewelry,0,0
TXN106216,C1773,2689.45,23,0,0,3,5475.1,electronics,2,0
TXN106217,C1317,1303.17,1,0,0,4,2770.64,restaurant,0,0
TXN106218,C1722,1968.23,9,0,0,1,1707.72,electronics,0,0
TXN106219,C1285,2849.21,4,0,0,4,2568.13,online_services,0,0
TXN106220,C1323,6388.41,13,0,0,1,2917.2,electronics,0,0
TXN106221,C1855,12597.82,6,0,0,2,12534.44,travel,0,0
TXN106222,C1904,5068.84,6,0,0,2,3462.68,electronics,3,0
TXN106223,C1302,13851.66,8,0,0,1,4803.98,jewelry,3,1
TXN106224,C1450,1134.32,8,0,0,2,1073.83,grocery,0,0
TXN106225,C1501,2233.53,11,0,1,5,3149.15,online_services,0,1
TXN106226,C1372,3632.33,11,0,0,2,1639.9,cash_withdrawal,0,0
TXN106227,C1657,5617.15,16,0,0,5,3689.42,restaurant,0,0
TXN106228,C1849,3468.48,20,0,0,2,2403.96,jewelry,0,0
TXN106229,C1851,678.4,5,0,0,3,1065.05,grocery,0,1
TXN106230,C1972,4396.75,18,0,0,2,4624.9,restaurant,0,0
TXN106231,C1159,2770.12,17,0,0,1,3760.54,online_services,0,0
TXN106232,C1215,6872.26,22,0,1,2,5337.76,restaurant,0,0
TXN106233,C1355,2166.11,20,0,0,1,2420.34,cash_withdrawal,0,0
TXN106234,C1698,1315.84,9,0,0,1,1549.99,electronics,1,0
TXN106235,C1350,1758.36,22,0,0,2,1787.33,online_services,0,0
TXN106236,C1564,750.73,23,0,0,4,1590.86,cash_withdrawal,0,0
TXN106237,C1275,6935.75,2,0,0,2,3416.87,online_services,0,1
TXN106238,C1791,1281.93,6,0,0,1,4136.37,travel,0,0
TXN106239,C1223,2124.47,14,0,0,3,3469.21,travel,1,1
TXN106240,C1032,3349.96,3,0,0,3,3711.86,online_services,1,0
TXN106241,C1674,2361.55,20,0,0,1,4268.9,electronics,0,0
TXN106242,C1486,8584.49,4,0,0,1,5344.81,restaurant,3,0
TXN106243,C1600,4904.76,10,0,0,5,7557.38,travel,0,1
TXN106244,C1577,2107.05,12,0,0,3,3756.98,jewelry,0,0
TXN106245,C1602,2735.75,1,1,0,2,3105.24,travel,1,1
TXN106246,C1718,1116.2,3,0,0,1,1496.98,jewelry,0,1
TXN106247,C1367,455.43,0,0,0,2,665.44,electronics,0,0
TXN106248,C1431,4073.75,15,0,0,1,2500.9,travel,0,0
TXN106249,C1344,13632.48,20,0,0,2,9762.68,grocery,0,0
TXN106250,C1191,2032.0,11,0,1,1,2167.63,travel,1,0
TXN106251,C1166,1418.68,14,0,0,3,797.22,online_services,0,0
TXN106252,C1190,3810.36,0,0,1,1,2062.56,restaurant,0,1
TXN106253,C1828,4510.17,19,0,0,1,9686.03,restaurant,0,0
TXN106254,C1607,2832.09,18,0,0,1,1985.58,jewelry,0,0
TXN106255,C1445,6458.84,23,0,0,1,4579.48,restaurant,0,0
TXN106256,C1484,2487.84,7,1,0,1,2772.68,travel,0,0
TXN106257,C1740,3666.22,11,0,0,4,6127.8,online_services,2,1
TXN106258,C1345,2952.48,15,0,0,4,2785.55,jewelry,0,0
TXN106259,C1410,11236.29,9,0,0,1,11774.54,grocery,0,0
TXN106260,C1994,4708.93,7,1,0,2,3291.44,cash_withdrawal,3,0
TXN106261,C1957,3359.79,16,0,1,1,3978.9,grocery,0,0
TXN106262,C1431,2224.21,13,0,0,1,2130.9,cash_withdrawal,2,0
TXN106263,C1275,418.71,18,0,0,1,478.13,restaurant,0,0
TXN106264,C1607,2466.92,0,0,0,2,2869.45,electronics,0,0
TXN106265,C1524,1226.01,5,0,1,1,3879.5,travel,0,1
TXN106266,C1907,571.96,19,0,0,2,1207.14,jewelry,1,0
TXN106267,C1965,416.82,16,0,0,1,651.55,electronics,0,0
TXN106268,C1974,7864.65,18,0,0,1,6344.18,cash_withdrawal,2,0
TXN106269,C1142,840.09,4,0,0,1,1331.72,jewelry,0,0
TXN106270,C1341,942.11,1,0,0,2,915.44,grocery,0,0
TXN106271,C1316,25271.36,4,0,0,2,10458.51,cash_withdrawal,0,0
TXN106272,C1354,3274.34,14,1,0,1,4497.6,restaurant,2,1
TXN106273,C1169,7734.58,14,0,0,1,3102.8,grocery,0,0
TXN106274,C1674,1632.88,4,0,0,2,1271.18,electronics,1,0
TXN106275,C1904,1706.22,5,1,0,3,1835.26,travel,0,0
TXN106276,C1314,2368.85,2,0,0,2,7770.06,electronics,0,0
TXN106277,C1241,5078.6,6,0,0,1,4487.68,restaurant,0,0
TXN106278,C1092,1949.22,23,0,0,4,2362.07,electronics,0,0
TXN106279,C1157,2006.98,21,0,0,5,1423.24,online_services,0,0
TXN106280,C1865,2561.81,11,0,0,1,2605.38,grocery,0,0
TXN106281,C1488,785.55,5,0,0,3,1049.98,travel,0,1
TXN106282,C1102,1019.62,15,0,0,1,1583.85,online_services,0,0
TXN106283,C1703,1659.1,12,0,0,6,2635.65,jewelry,0,0
TXN106284,C1217,4040.93,15,0,0,1,2361.24,jewelry,1,0
TXN106285,C1385,6189.96,14,0,0,3,6784.7,jewelry,0,0
TXN106286,C1248,1456.78,3,0,0,1,1733.91,restaurant,0,0
TXN106287,C1131,1269.4,10,1,0,1,1511.64,cash_withdrawal,0,0
TXN106288,C1957,1943.52,4,0,0,1,1869.84,restaurant,1,0
TXN106289,C1791,2292.8,10,0,0,1,2264.46,travel,0,0
TXN106290,C1839,2484.82,21,0,0,2,2130.57,jewelry,0,0
TXN106291,C1893,8737.21,13,0,0,1,3648.16,online_services,2,0
TXN106292,C1403,7459.17,17,1,0,1,4924.37,grocery,0,0
TXN106293,C1355,6964.99,15,0,0,1,3080.57,jewelry,0,0
TXN106294,C1758,627.52,18,0,0,3,2340.58,grocery,0,0
TXN106295,C1227,2819.33,19,0,1,3,1741.6,electronics,0,1
TXN106296,C1786,2390.43,7,0,0,5,1899.56,travel,0,1
TXN106297,C1370,1670.94,10,0,0,1,1668.04,online_services,0,0
TXN106298,C1842,1489.96,0,0,0,2,3268.18,online_services,0,0
TXN106299,C1613,2669.79,12,0,0,1,3479.19,grocery,0,0
TXN106300,C1661,2079.08,7,0,0,1,5751.52,electronics,0,0
TXN106301,C1511,1351.92,6,0,0,2,2781.95,grocery,2,0
TXN106302,C1216,2505.49,9,0,0,2,3603.4,restaurant,0,0
TXN106303,C1095,1918.23,10,0,0,3,2130.94,restaurant,0,1
TXN106304,C1669,5082.05,5,0,0,1,6992.53,restaurant,0,0
TXN106305,C1154,317.98,9,0,1,2,659.27,travel,0,0
TXN106306,C1396,1829.2,21,0,1,1,1087.63,cash_withdrawal,0,0
TXN106307,C1492,695.81,1,0,0,3,1067.82,travel,0,0
TXN106308,C1981,7017.0,13,0,0,1,2025.59,electronics,0,0
TXN106309,C1167,398.27,12,0,0,1,624.06,jewelry,0,0
TXN106310,C1529,1478.72,3,0,1,2,2050.54,restaurant,0,0
TXN106311,C1825,2327.81,2,0,0,2,2559.01,travel,3,0
TXN106312,C1702,557.63,23,0,0,3,678.17,grocery,0,0
TXN106313,C1671,864.61,12,0,0,4,1076.58,cash_withdrawal,0,0
TXN106314,C1826,7126.31,0,0,0,1,8141.79,electronics,0,0
TXN106315,C1326,828.84,4,0,0,2,1140.83,online_services,0,1
TXN106316,C1519,1439.25,12,0,0,1,1386.9,jewelry,0,0
TXN106317,C1465,7010.01,0,0,0,2,2313.51,restaurant,0,0
TXN106318,C1669,3521.1,21,0,0,3,2809.45,restaurant,2,0
TXN106319,C1432,803.26,1,0,0,4,3051.42,travel,0,0
TXN106320,C1435,2132.62,8,0,0,1,3122.93,jewelry,0,0
TXN106321,C1649,2756.61,3,0,0,2,3094.13,online_services,0,1
TXN106322,C1826,502.28,14,0,0,1,759.34,online_services,0,0
TXN106323,C1381,2244.26,15,0,1,3,2801.0,jewelry,0,0
TXN106324,C1343,5726.31,17,1,0,3,2985.3,travel,0,1
TXN106325,C1114,5773.67,5,0,0,4,3509.77,restaurant,0,0
TXN106326,C1544,300.66,12,0,0,3,666.74,cash_withdrawal,0,0
TXN106327,C1690,2483.37,2,0,0,4,2784.69,electronics,0,1
TXN106328,C1007,4037.99,10,0,1,1,6970.79,jewelry,0,0
TXN106329,C1604,1792.66,8,0,0,2,1909.81,electronics,0,0
TXN106330,C1527,4645.3,19,0,0,2,6999.12,jewelry,0,0
TXN106331,C1893,1302.66,14,0,0,4,2732.9,restaurant,1,0
TXN106332,C1049,1250.19,14,0,0,3,1424.69,travel,0,0
TXN106333,C1040,4137.86,3,1,0,1,7301.53,cash_withdrawal,0,1
TXN106334,C1501,1283.94,14,0,0,2,1637.32,travel,0,0
TXN106335,C1051,2347.19,19,0,0,1,2817.06,jewelry,0,0
TXN106336,C1378,2052.52,8,0,0,2,4524.27,restaurant,0,0
TXN106337,C1345,1588.38,21,0,0,3,1372.76,travel,0,0
TXN106338,C1785,5846.19,0,0,0,3,3995.31,online_services,2,0
TXN106339,C1273,1388.71,5,0,0,1,1857.95,travel,0,0
TXN106340,C1365,6304.37,13,0,0,2,7440.94,grocery,0,0
TXN106341,C1457,2599.21,10,0,0,4,2941.11,travel,0,0
TXN106342,C1651,1441.84,1,0,0,3,1231.06,online_services,0,1
TXN106343,C1114,2724.71,11,0,0,2,2108.62,jewelry,1,0
TXN106344,C1037,963.68,17,0,0,1,1351.28,jewelry,2,0
TXN106345,C1405,1847.41,7,0,0,1,3277.38,electronics,1,0
TXN106346,C1086,7643.54,17,0,0,2,10156.44,grocery,1,0
TXN106347,C1129,2507.39,23,0,1,3,4139.18,electronics,0,0
TXN106348,C1648,3027.89,15,0,0,2,4955.82,restaurant,0,0
TXN106349,C1914,3969.38,8,0,0,1,4236.04,travel,1,0
TXN106350,C1995,2005.73,14,0,0,4,3099.35,jewelry,1,0
TXN106351,C1632,1429.84,7,0,0,1,2957.28,cash_withdrawal,0,0
TXN106352,C1925,5205.67,23,0,0,1,3734.16,cash_withdrawal,0,0
TXN106353,C1536,3359.81,18,0,1,2,6619.74,restaurant,0,0
TXN106354,C1041,2156.22,2,0,0,3,2459.57,travel,0,0
TXN106355,C1381,1045.34,1,0,0,1,1203.11,electronics,0,0
TXN106356,C1623,2741.16,23,0,0,1,3573.39,jewelry,0,0
TXN106357,C1831,2634.1,3,1,0,1,3370.56,restaurant,0,0
TXN106358,C1524,2472.15,23,0,0,3,3039.49,grocery,0,0
TXN106359,C1345,5176.06,20,0,0,1,1969.89,jewelry,0,0
TXN106360,C1309,2948.76,13,0,0,3,4491.36,restaurant,0,0
TXN106361,C1022,1723.19,5,0,0,3,1502.11,jewelry,0,0
TXN106362,C1263,8148.58,23,1,0,2,6423.08,jewelry,1,0
TXN106363,C1760,7889.97,2,0,0,5,5360.89,cash_withdrawal,0,0
TXN106364,C1934,901.23,13,0,0,4,1232.53,grocery,0,0
TXN106365,C1812,1001.68,6,0,0,1,1273.04,online_services,1,0
TXN106366,C1267,2259.9,9,0,0,2,2678.65,online_services,0,0
TXN106367,C1526,4623.38,17,1,0,2,3801.15,cash_withdrawal,2,0
TXN106368,C1812,1221.35,7,0,0,1,1328.81,jewelry,2,0
TXN106369,C1818,1383.4,1,0,0,4,1720.74,travel,0,0
TXN106370,C1587,8324.99,15,0,0,3,4557.03,electronics,0,1
TXN106371,C1778,11627.84,13,0,0,1,11214.94,travel,0,0
TXN106372,C1764,890.94,22,0,0,2,1294.97,cash_withdrawal,1,0
TXN106373,C1190,3998.54,8,0,0,1,4823.85,online_services,1,0
TXN106374,C1687,3441.21,1,0,0,4,3460.74,online_services,0,0
TXN106375,C1408,971.17,5,0,0,1,2489.16,jewelry,0,0
TXN106376,C1291,2428.4,8,0,0,4,5559.52,grocery,0,0
TXN106377,C1416,5322.06,6,0,0,1,3905.95,grocery,0,0
TXN106378,C1800,11182.1,13,0,0,3,10401.65,jewelry,1,0
TXN106379,C1132,2703.37,8,0,0,1,2636.26,travel,0,0
TXN106380,C1473,4519.7,19,0,0,1,2362.33,cash_withdrawal,0,0
TXN106381,C1999,1702.15,20,0,0,2,1629.2,travel,0,0
TXN106382,C1099,4793.03,7,0,0,1,5183.14,electronics,0,0
TXN106383,C1018,3039.72,22,0,0,1,5727.71,travel,0,0
TXN106384,C1226,3432.23,2,0,0,2,2817.1,online_services,0,0
TXN106385,C1294,1887.88,23,0,0,1,2387.79,jewelry,3,0
TXN106386,C1623,12584.73,14,1,0,3,7142.68,online_services,0,0
TXN106387,C1430,7821.61,20,0,0,1,5582.94,online_services,1,1
TXN106388,C1336,853.2,17,0,0,2,975.29,restaurant,0,0
TXN106389,C1487,3942.11,17,0,0,2,2253.58,grocery,1,0
TXN106390,C1351,10032.17,10,0,0,2,10988.86,travel,0,0
TXN106391,C1354,5210.62,14,0,0,3,4705.81,electronics,0,0
TXN106392,C1473,3883.8,23,0,0,1,5908.14,restaurant,1,0
TXN106393,C1215,6981.39,17,0,0,3,10978.98,jewelry,1,0
TXN106394,C1174,1160.75,21,0,0,6,830.53,restaurant,0,1
TXN106395,C1261,576.8,12,0,0,4,725.59,grocery,0,0
TXN106396,C1676,4602.26,18,0,1,3,3410.97,grocery,1,0
TXN106397,C1646,4952.61,15,0,0,2,6770.48,online_services,0,0
TXN106398,C1353,640.66,2,1,0,2,453.59,electronics,2,1
TXN106399,C1765,1070.96,16,0,0,4,1286.81,travel,0,0
TXN106400,C1311,948.74,9,0,0,1,1066.94,cash_withdrawal,2,0
TXN106401,C1322,1862.29,14,0,0,4,4416.2,jewelry,0,0
TXN106402,C1478,2848.96,0,0,0,1,2182.62,electronics,0,0
TXN106403,C1639,492.89,18,0,0,1,567.08,electronics,0,0
TXN106404,C1639,2196.42,11,0,0,1,2739.23,online_services,0,0
TXN106405,C1441,850.93,13,0,0,2,1709.64,cash_withdrawal,0,0
TXN106406,C1023,4652.33,9,0,0,2,7455.48,online_services,0,0
TXN106407,C1761,3696.46,15,0,0,3,4147.38,electronics,0,0
TXN106408,C1384,4605.82,17,0,0,1,2834.02,electronics,0,0
TXN106409,C1387,1594.34,19,0,0,1,665.1,cash_withdrawal,0,0
TXN106410,C1126,2352.45,3,0,1,1,1789.78,restaurant,1,0
TXN106411,C1223,2758.84,6,1,0,2,2310.73,grocery,0,0
TXN106412,C1584,2757.67,9,1,0,1,1545.56,electronics,0,0
TXN106413,C1885,5946.2,5,0,0,1,4108.66,cash_withdrawal,0,0
TXN106414,C1796,864.64,23,0,0,3,1658.11,restaurant,1,0
TXN106415,C1563,5233.94,13,0,0,1,5390.13,travel,0,0
TXN106416,C1769,3667.34,6,0,0,1,3021.38,restaurant,1,0
TXN106417,C1922,8605.07,19,0,0,1,5001.38,travel,1,0
TXN106418,C1327,1856.72,11,0,0,1,2590.73,jewelry,0,0
TXN106419,C1108,284.94,21,0,0,1,278.88,jewelry,0,0
TXN106420,C1983,1675.49,20,0,0,1,1286.32,cash_withdrawal,1,0
TXN106421,C1651,3393.35,10,0,0,1,3463.84,online_services,0,0
TXN106422,C1548,3310.31,17,0,0,1,3362.61,restaurant,0,0
TXN106423,C1230,2436.87,12,1,0,7,7927.94,restaurant,0,0
TXN106424,C1774,2225.15,14,0,0,3,1445.87,travel,1,0
TXN106425,C1845,5057.65,14,0,0,1,3631.02,electronics,0,0
TXN106426,C1946,3886.68,5,0,0,3,3607.94,restaurant,0,0
TXN106427,C1295,1382.94,0,1,0,1,1439.09,online_services,0,0
TXN106428,C1849,4691.42,10,0,0,2,4159.25,cash_withdrawal,0,0
TXN106429,C1475,6751.45,20,0,0,1,5957.09,electronics,3,0
TXN106430,C1699,2714.43,3,0,0,4,2298.7,restaurant,0,1
TXN106431,C1594,4833.39,20,0,0,2,3735.56,restaurant,0,0
TXN106432,C1997,7332.56,13,0,0,3,3428.08,restaurant,0,0
TXN106433,C1193,1776.15,20,0,0,2,2148.8,grocery,0,0
TXN106434,C1633,1351.48,7,0,0,2,1426.09,electronics,0,0
TXN106435,C1624,997.07,19,0,0,1,1142.18,online_services,1,0
TXN106436,C1082,1725.64,19,0,0,3,2672.08,online_services,0,0
TXN106437,C1749,28588.48,13,1,0,1,9520.44,grocery,0,1
TXN106438,C1332,11818.24,19,1,0,4,6150.9,electronics,0,0
TXN106439,C1170,577.47,18,1,0,1,2489.01,jewelry,0,1
TXN106440,C1483,4739.59,21,0,0,2,3704.4,grocery,0,0
TXN106441,C1974,5863.25,11,0,0,2,5736.65,grocery,0,0
TXN106442,C1760,1058.64,19,0,0,2,1206.51,cash_withdrawal,0,0
TXN106443,C1669,14357.6,12,0,0,2,8160.0,online_services,0,0
TXN106444,C1523,4968.68,6,0,0,2,4041.8,cash_withdrawal,0,0
TXN106445,C1935,10439.87,5,0,0,3,9368.58,restaurant,0,0
TXN106446,C1377,748.51,23,0,0,3,1079.11,cash_withdrawal,1,0
TXN106447,C1245,1580.8,5,1,0,1,1820.11,restaurant,0,0
TXN106448,C1959,1283.69,22,0,0,2,1193.08,electronics,0,0
TXN106449,C1330,2692.09,4,0,0,1,3450.06,travel,2,0
TXN106450,C1066,1339.67,0,0,0,1,1700.21,electronics,0,0
TXN106451,C1591,7239.06,14,0,0,1,4711.8,restaurant,2,0
TXN106452,C1250,3195.48,21,0,0,1,2781.89,online_services,0,0
TXN106453,C1454,21257.06,7,0,0,2,10618.32,cash_withdrawal,0,0
TXN106454,C1181,2312.9,14,0,0,2,4468.32,online_services,0,0
TXN106455,C1656,1164.7,3,0,0,4,2684.76,cash_withdrawal,0,0
TXN106456,C1618,674.59,10,0,0,1,1090.32,cash_withdrawal,0,0
TXN106457,C1942,372.55,5,1,0,2,966.72,electronics,0,0
TXN106458,C1473,5425.39,23,0,0,1,7287.25,grocery,0,0
TXN106459,C1007,8316.91,23,0,0,1,4441.11,grocery,0,0
TXN106460,C1698,3404.18,21,0,1,1,3131.27,restaurant,0,0
TXN106461,C1887,3851.53,16,0,0,2,2716.93,restaurant,0,0
TXN106462,C1882,2621.39,12,0,0,1,3967.99,grocery,0,0
TXN106463,C1801,6244.08,13,0,0,1,3674.98,travel,0,0
TXN106464,C1904,4616.66,22,0,0,3,7019.08,online_services,0,1
TXN106465,C1123,11508.0,22,0,0,1,10480.64,cash_withdrawal,0,0
TXN106466,C1621,7185.93,20,0,0,1,4961.3,online_services,0,0
TXN106467,C1731,1268.45,0,0,0,1,2744.79,restaurant,0,0
TXN106468,C1492,2179.06,23,0,0,1,2289.88,grocery,0,0
TXN106469,C1299,8089.39,12,0,0,2,6058.21,cash_withdrawal,0,0
TXN106470,C1842,4875.35,23,0,0,4,3492.07,cash_withdrawal,0,0
TXN106471,C1040,26249.95,11,0,0,2,10858.54,restaurant,0,0
TXN106472,C1733,3716.01,16,0,0,2,3788.87,jewelry,3,0
TXN106473,C1665,10698.02,14,0,0,1,6564.5,restaurant,0,0
TXN106474,C1806,1263.41,3,0,0,4,1205.0,grocery,1,1
TXN106475,C1149,3603.19,8,0,0,2,2661.91,cash_withdrawal,0,0
TXN106476,C1845,6238.7,18,0,0,1,6670.79,cash_withdrawal,1,0
TXN106477,C1810,3818.38,3,0,1,1,2750.15,jewelry,0,0
TXN106478,C1173,1209.22,11,1,0,1,1083.12,restaurant,1,0
TXN106479,C1672,1564.93,10,0,0,3,1462.04,electronics,1,0
TXN106480,C1934,1569.33,7,0,0,2,2904.24,cash_withdrawal,0,0
TXN106481,C1494,1288.22,6,0,0,1,1585.36,travel,0,0
TXN106482,C1099,2406.31,10,0,0,2,1811.07,jewelry,0,0
TXN106483,C1710,961.0,2,0,0,4,2710.31,restaurant,1,0
TXN106484,C1920,1443.69,22,1,1,2,1299.84,restaurant,0,0
TXN106485,C1770,4932.23,7,0,0,1,4230.19,cash_withdrawal,2,0
TXN106486,C1266,3760.29,10,1,0,6,3812.99,travel,1,1
TXN106487,C1705,1209.82,14,0,0,1,839.44,travel,0,0
TXN106488,C1806,8500.76,14,0,0,1,5160.27,jewelry,1,0
TXN106489,C1264,2270.8,18,0,1,1,2679.31,travel,2,0
TXN106490,C1608,3193.23,1,0,0,4,3878.23,cash_withdrawal,0,1
TXN106491,C1143,27103.64,4,0,0,1,22622.72,online_services,0,0
TXN106492,C1295,1928.06,0,0,0,5,3482.06,electronics,2,0
TXN106493,C1901,10405.54,11,0,0,2,14554.43,online_services,0,0
TXN106494,C1371,6832.92,22,0,0,1,10698.57,travel,0,0
TXN106495,C1314,1291.78,22,0,0,2,1938.99,electronics,0,0
TXN106496,C1581,3431.77,20,1,1,2,4279.55,travel,0,0
TXN106497,C1486,2681.4,22,0,0,2,3296.74,restaurant,1,1
TXN106498,C1689,1595.42,9,0,0,3,1693.2,electronics,1,0
TXN106499,C1761,21142.85,22,1,0,2,17529.0,electronics,0,0
TXN106500,C1150,2254.13,19,0,0,2,2686.4,travel,0,0
TXN106501,C1879,2292.49,12,0,0,3,5744.3,travel,0,0
TXN106502,C1652,2152.64,7,0,0,2,2527.06,grocery,0,0
TXN106503,C1871,691.68,6,0,0,3,1005.44,online_services,1,1
TXN106504,C1310,961.47,4,0,0,2,1436.37,online_services,0,0
TXN106505,C1012,16661.98,8,0,0,1,18572.57,travel,0,0
TXN106506,C1738,15468.67,16,0,0,3,9614.72,jewelry,0,0
TXN106507,C1891,8173.12,16,0,0,2,4514.39,restaurant,0,0
